UserCardBIN,Segment,mature_rows,approved_rows,fraud_rows,approval_rate,fraud_rate_on_approved
413027,3,366,190,2,0.5191256830601093,0.010526315789473684
413027,4,325,168,5,0.5169230769230769,0.02976190476190476
413030,1,183,129,0,0.7049180327868853,0.0
413030,2,119,87,4,0.7310924369747899,0.04597701149425287
413030,3,39,32,0,0.8205128205128205,0.0
413030,4,62,31,1,0.5,0.03225806451612903
413056,1,1,1,0,1.0,0.0
413056,2,11,5,0,0.45454545454545453,0.0
413060,2,3,2,0,0.6666666666666666,0.0
413072,4,1,1,0,1.0,0.0
413088,4,1,0,0,0.0,
413117,1,8,7,0,0.875,0.0
413117,3,1,1,0,1.0,0.0
413117,4,7,5,0,0.7142857142857143,0.0
413126,4,4,0,0,0.0,
413129,4,2,0,0,0.0,
413151,4,1,0,0,0.0,
413161,3,6,1,0,0.16666666666666666,0.0
413161,4,9,1,0,0.1111111111111111,0.0
413169,4,1,0,0,0.0,
413176,2,22,12,9,0.5454545454545454,0.75
413179,4,5,0,0,0.0,
413186,3,3,2,0,0.6666666666666666,0.0
413186,4,9,8,0,0.8888888888888888,0.0
413211,2,1,0,0,0.0,
413321,1,237,49,0,0.20675105485232068,0.0
413321,2,342,51,0,0.14912280701754385,0.0
413321,3,369,43,0,0.11653116531165311,0.0
413321,4,720,41,1,0.05694444444444444,0.024390243902439025
413348,4,3,0,0,0.0,
413354,4,1,1,0,1.0,0.0
413356,1,40,31,0,0.775,0.0
413356,2,28,13,0,0.4642857142857143,0.0
413356,3,1,0,0,0.0,
413356,4,14,8,0,0.5714285714285714,0.0
413366,4,1,1,0,1.0,0.0
413378,4,3,0,0,0.0,
413385,1,7,2,0,0.2857142857142857,0.0
413434,1,388,283,0,0.729381443298969,0.0
413434,2,143,63,0,0.4405594405594406,0.0
413434,3,70,26,0,0.37142857142857144,0.0
413434,4,38,14,0,0.3684210526315789,0.0
413437,2,1,0,0,0.0,
413437,4,2,1,0,0.5,0.0
413474,1,6,5,0,0.8333333333333334,0.0
413474,2,34,27,0,0.7941176470588235,0.0
413474,3,1,1,0,1.0,0.0
413474,4,14,11,0,0.7857142857142857,0.0
413481,1,4,0,0,0.0,
413481,2,14,13,0,0.9285714285714286,0.0
413481,3,46,41,0,0.8913043478260869,0.0
413481,4,21,10,0,0.47619047619047616,0.0
413486,1,16,15,0,0.9375,0.0
413486,4,2,1,0,0.5,0.0
413489,2,4,0,0,0.0,
413489,4,2,0,0,0.0,
413545,4,1,0,0,0.0,
413560,4,1,1,0,1.0,0.0
413561,1,71,67,0,0.9436619718309859,0.0
413561,2,1,1,0,1.0,0.0
413561,3,1,1,0,1.0,0.0
413561,4,1,0,0,0.0,
413562,1,167,104,2,0.6227544910179641,0.019230769230769232
413562,3,2,2,0,1.0,0.0
413564,1,44,10,0,0.22727272727272727,0.0
413564,2,29,25,0,0.8620689655172413,0.0
413564,3,13,9,0,0.6923076923076923,0.0
413564,4,8,3,0,0.375,0.0
413565,2,6,4,0,0.6666666666666666,0.0
413565,3,1,1,0,1.0,0.0
413565,4,1,1,0,1.0,0.0
413566,2,3,2,0,0.6666666666666666,0.0
413567,4,1,0,0,0.0,
413568,1,6,6,0,1.0,0.0
413571,4,1,0,0,0.0,
413578,2,5,3,0,0.6,0.0
413578,4,10,2,0,0.2,0.0
413617,2,8,0,0,0.0,
413617,3,3,3,0,1.0,0.0
413617,4,15,5,0,0.3333333333333333,0.0
413679,1,434,294,1,0.6774193548387096,0.003401360544217687
413679,2,270,132,0,0.4888888888888889,0.0
413679,3,161,95,10,0.5900621118012422,0.10526315789473684
413679,4,155,48,3,0.3096774193548387,0.0625
413687,2,3,1,0,0.3333333333333333,0.0
413691,1,73,24,0,0.3287671232876712,0.0
413691,2,5,4,0,0.8,0.0
413691,3,2,0,0,0.0,
413691,4,15,2,0,0.13333333333333333,0.0
413713,4,1,0,0,0.0,
413743,4,2,0,0,0.0,
413753,1,2,1,0,0.5,0.0
413753,2,7,7,0,1.0,0.0
413753,4,1,0,0,0.0,
413769,4,3,0,0,0.0,
413773,2,23,22,0,0.9565217391304348,0.0
413780,1,10,10,0,1.0,0.0
413780,2,3,1,0,0.3333333333333333,0.0
413780,3,4,2,0,0.5,0.0
413780,4,10,6,0,0.6,0.0
413800,2,1,1,0,1.0,0.0
413800,3,2,1,0,0.5,0.0
413879,4,4,1,0,0.25,0.0
413890,2,2,0,0,0.0,
413897,4,1,0,0,0.0,
413900,2,1,0,0,0.0,
413900,4,36,1,0,0.027777777777777776,0.0
413906,4,1,0,0,0.0,
413908,4,2,1,0,0.5,0.0
413910,3,10,6,0,0.6,0.0
413910,4,3,2,0,0.6666666666666666,0.0
413918,1,24,17,0,0.7083333333333334,0.0
413918,2,18,12,0,0.6666666666666666,0.0
413922,4,1,0,0,0.0,
413930,4,2,0,0,0.0,
413942,1,63,38,0,0.6031746031746031,0.0
413942,2,9,6,0,0.6666666666666666,0.0
413942,3,13,9,0,0.6923076923076923,0.0
413942,4,1,1,0,1.0,0.0
413965,4,1,0,0,0.0,
413966,2,2,2,0,1.0,0.0
413968,1,17,9,0,0.5294117647058824,0.0
413968,3,1,1,0,1.0,0.0
413968,4,12,3,0,0.25,0.0
413977,2,4,0,0,0.0,
413977,4,10,1,0,0.1,0.0
414039,4,3,0,0,0.0,
414049,4,2,0,0,0.0,
414094,4,1,1,0,1.0,0.0
414117,3,1,0,0,0.0,
414117,4,3,1,0,0.3333333333333333,0.0
414126,2,44,4,0,0.09090909090909091,0.0
414166,2,2,0,0,0.0,
414176,1,3,2,0,0.6666666666666666,0.0
414176,2,4,3,0,0.75,0.0
414176,4,4,0,0,0.0,
414211,1,11,3,0,0.2727272727272727,0.0
414211,3,1,0,0,0.0,
414211,4,3,0,0,0.0,
414214,3,7,0,0,0.0,
414214,4,2,2,0,1.0,0.0
414228,3,1,0,0,0.0,
414228,4,2,0,0,0.0,
414232,4,2,1,0,0.5,0.0
414233,1,4,4,0,1.0,0.0
414233,3,3,2,0,0.6666666666666666,0.0
414234,4,2,1,0,0.5,0.0
414256,2,3,0,0,0.0,
414256,4,4,0,0,0.0,
414257,4,1,0,0,0.0,
414304,1,73,37,0,0.5068493150684932,0.0
414304,2,14,10,0,0.7142857142857143,0.0
414304,3,20,12,0,0.6,0.0
414304,4,15,8,1,0.5333333333333333,0.125
414318,4,2,1,0,0.5,0.0
414336,4,6,0,0,0.0,
414339,1,7,6,0,0.8571428571428571,0.0
414339,2,10,10,0,1.0,0.0
414339,3,3,1,0,0.3333333333333333,0.0
414339,4,6,0,0,0.0,
414340,1,7,4,0,0.5714285714285714,0.0
414340,2,3,2,0,0.6666666666666666,0.0
414340,4,1,0,0,0.0,
414343,3,10,9,0,0.9,0.0
414343,4,21,11,0,0.5238095238095238,0.0
414349,3,2,1,0,0.5,0.0
414354,3,1,0,0,0.0,
414354,4,4,0,0,0.0,
414387,1,3,0,0,0.0,
414387,2,1,0,0,0.0,
414387,4,2,0,0,0.0,
414388,1,266,36,0,0.13533834586466165,0.0
414388,2,285,57,0,0.2,0.0
414388,3,281,32,0,0.11387900355871886,0.0
414388,4,430,37,0,0.08604651162790698,0.0
414394,4,1,0,0,0.0,
414397,1,9,3,0,0.3333333333333333,0.0
414397,2,5,0,0,0.0,
414429,3,6,1,0,0.16666666666666666,0.0
414433,4,4,0,0,0.0,
414436,1,2,2,0,1.0,0.0
414436,2,5,5,0,1.0,0.0
414436,3,4,2,0,0.5,0.0
414436,4,3,2,0,0.6666666666666666,0.0
414502,1,51,19,0,0.37254901960784315,0.0
414502,2,57,30,0,0.5263157894736842,0.0
414502,3,35,8,0,0.22857142857142856,0.0
414502,4,29,8,0,0.27586206896551724,0.0
414508,2,5,0,0,0.0,
414509,3,1,1,0,1.0,0.0
414538,2,1,0,0,0.0,
414538,3,4,2,0,0.5,0.0
414538,4,8,3,3,0.375,1.0
414565,1,2,2,0,1.0,0.0
414565,2,3,2,0,0.6666666666666666,0.0
414568,4,1,0,0,0.0,
414569,1,4,3,0,0.75,0.0
414569,3,4,1,0,0.25,0.0
414569,4,19,1,0,0.05263157894736842,0.0
414570,1,11,8,0,0.7272727272727273,0.0
414570,2,5,0,0,0.0,
414570,3,10,3,0,0.3,0.0
414570,4,60,6,0,0.1,0.0
414618,1,42,40,0,0.9523809523809523,0.0
414618,3,7,1,0,0.14285714285714285,0.0
414618,4,3,3,0,1.0,0.0
414628,2,8,3,0,0.375,0.0
414628,3,1,1,0,1.0,0.0
414680,4,1,0,0,0.0,
414696,1,15,10,0,0.6666666666666666,0.0
414696,2,25,21,0,0.84,0.0
414696,3,7,7,0,1.0,0.0
414699,1,2038,1658,42,0.8135426889106968,0.025331724969843185
414699,2,717,450,10,0.6276150627615062,0.022222222222222223
414699,3,505,163,49,0.3227722772277228,0.3006134969325153
414699,4,319,141,34,0.44200626959247646,0.24113475177304963
414708,1,3902,3084,30,0.7903639159405433,0.009727626459143969
414708,2,2063,1297,18,0.6286960736791081,0.013878180416345412
414708,3,794,406,23,0.5113350125944585,0.05665024630541872
414708,4,504,263,24,0.5218253968253969,0.09125475285171103
414710,1,9153,6797,152,0.7425980552824211,0.022362807120788582
414710,2,3939,2629,88,0.6674282812896675,0.03347280334728033
414710,3,2150,1453,103,0.6758139534883721,0.07088781830695114
414710,4,1330,769,59,0.5781954887218045,0.07672301690507152
414711,2,14,10,0,0.7142857142857143,0.0
414711,3,29,21,0,0.7241379310344828,0.0
414711,4,16,5,3,0.3125,0.6
414714,1,64,27,0,0.421875,0.0
414714,2,5,2,0,0.4,0.0
414714,3,6,3,0,0.5,0.0
414714,4,16,2,1,0.125,0.5
414720,3,3,0,0,0.0,
414724,1,582,442,8,0.7594501718213058,0.01809954751131222
414724,2,174,128,8,0.735632183908046,0.0625
414724,3,119,80,11,0.6722689075630253,0.1375
414724,4,88,47,5,0.5340909090909091,0.10638297872340426
414727,2,5,3,0,0.6,0.0
414727,3,1,0,0,0.0,
414728,1,4,0,0,0.0,
414728,2,2,0,0,0.0,
414730,1,3534,2743,45,0.7761743067345784,0.016405395552314985
414730,2,2026,1366,47,0.6742349457058243,0.034407027818448024
414730,3,767,530,20,0.6910039113428944,0.03773584905660377
414730,4,486,306,33,0.6296296296296297,0.10784313725490197
414731,2,1,1,0,1.0,0.0
414741,4,2,0,0,0.0,
414765,3,2,1,0,0.5,0.0
414766,1,49,25,0,0.5102040816326531,0.0
414766,2,15,6,0,0.4,0.0
414766,3,20,14,0,0.7,0.0
414766,4,11,3,0,0.2727272727272727,0.0
414768,1,149,121,3,0.8120805369127517,0.024793388429752067
414768,2,20,5,0,0.25,0.0
414768,3,6,2,0,0.3333333333333333,0.0
414768,4,5,2,0,0.4,0.0
414771,1,4,2,0,0.5,0.0
414771,2,19,6,0,0.3157894736842105,0.0
414779,4,3,2,0,0.6666666666666666,0.0
414836,1,3,3,0,1.0,0.0
414836,2,17,3,0,0.17647058823529413,0.0
414836,3,3,2,0,0.6666666666666666,0.0
414849,2,1,1,0,1.0,0.0
414857,4,3,0,0,0.0,
414860,1,2,0,0,0.0,
414860,2,11,11,0,1.0,0.0
414922,1,4,1,0,0.25,0.0
414922,2,1,1,0,1.0,0.0
414922,4,6,4,0,0.6666666666666666,0.0
414924,1,4,4,0,1.0,0.0
414924,2,81,63,0,0.7777777777777778,0.0
414924,3,5,4,0,0.8,0.0
414924,4,10,4,0,0.4,0.0
414973,1,27,26,0,0.9629629629629629,0.0
414973,4,8,3,0,0.375,0.0
415054,4,1,1,0,1.0,0.0
415070,2,1,0,0,0.0,
415105,4,1,0,0,0.0,
415138,4,1,1,0,1.0,0.0
415148,1,82,39,0,0.47560975609756095,0.0
415148,2,70,25,0,0.35714285714285715,0.0
415148,3,47,19,0,0.40425531914893614,0.0
415148,4,65,13,0,0.2,0.0
415182,4,1,0,0,0.0,
415221,4,2,0,0,0.0,
415225,2,1,0,0,0.0,
415225,3,2,0,0,0.0,
415225,4,6,0,0,0.0,
415267,4,1,0,0,0.0,
415286,4,1,0,0,0.0,
415298,2,2,2,0,1.0,0.0
415298,3,2,2,0,1.0,0.0
415298,4,5,4,0,0.8,0.0
415299,3,1,1,0,1.0,0.0
415299,4,2,2,0,1.0,0.0
415300,1,7,7,0,1.0,0.0
415314,4,3,0,0,0.0,
415324,1,4,2,0,0.5,0.0
415324,2,13,12,0,0.9230769230769231,0.0
415324,3,6,4,0,0.6666666666666666,0.0
415324,4,9,4,0,0.4444444444444444,0.0
415325,2,15,7,0,0.4666666666666667,0.0
415325,3,2,2,0,1.0,0.0
415326,1,44,27,0,0.6136363636363636,0.0
415332,1,355,200,0,0.5633802816901409,0.0
415332,2,288,178,0,0.6180555555555556,0.0
415332,3,88,54,0,0.6136363636363636,0.0
415332,4,45,24,7,0.5333333333333333,0.2916666666666667
415355,1,79,62,0,0.7848101265822784,0.0
415355,2,11,8,0,0.7272727272727273,0.0
415355,3,3,1,0,0.3333333333333333,0.0
415355,4,2,1,0,0.5,0.0
415366,3,1,1,0,1.0,0.0
415374,1,23,12,0,0.5217391304347826,0.0
415374,3,4,0,0,0.0,
415374,4,21,0,0,0.0,
415380,3,1,1,0,1.0,0.0
415380,4,10,6,0,0.6,0.0
415389,2,13,1,0,0.07692307692307693,0.0
415389,3,13,2,0,0.15384615384615385,0.0
415389,4,1,0,0,0.0,
415396,2,2,2,0,1.0,0.0
415396,3,1,1,0,1.0,0.0
415407,1,283,202,2,0.7137809187279152,0.009900990099009901
415407,2,44,26,0,0.5909090909090909,0.0
415407,3,32,20,1,0.625,0.05
415407,4,24,13,2,0.5416666666666666,0.15384615384615385
415426,2,1,0,0,0.0,
415426,4,5,3,0,0.6,0.0
415480,1,130,100,0,0.7692307692307693,0.0
415480,2,37,20,0,0.5405405405405406,0.0
415480,3,36,7,0,0.19444444444444445,0.0
415480,4,19,5,0,0.2631578947368421,0.0
415481,1,169,114,0,0.6745562130177515,0.0
415481,2,69,41,0,0.5942028985507246,0.0
415481,3,96,74,2,0.7708333333333334,0.02702702702702703
415481,4,32,19,0,0.59375,0.0
415508,1,1,0,0,0.0,
415524,4,1,0,0,0.0,
415536,3,8,3,0,0.375,0.0
415536,4,5,1,0,0.2,0.0
415542,4,1,1,0,1.0,0.0
415550,2,5,3,0,0.6,0.0
415550,3,18,4,0,0.2222222222222222,0.0
415550,4,1,0,0,0.0,
415580,4,3,0,0,0.0,
415583,2,4,3,0,0.75,0.0
415583,3,6,5,0,0.8333333333333334,0.0
415617,4,1,1,0,1.0,0.0
415645,1,1,0,0,0.0,
415700,1,21,20,0,0.9523809523809523,0.0
415700,2,6,6,0,1.0,0.0
415700,3,2,1,0,0.5,0.0
415700,4,2,1,0,0.5,0.0
415701,2,1,0,0,0.0,
415705,1,2,0,0,0.0,
415705,4,3,0,0,0.0,
415710,2,3,2,0,0.6666666666666666,0.0
415710,3,10,3,0,0.3,0.0
415710,4,3,1,0,0.3333333333333333,0.0
415715,4,5,1,0,0.2,0.0
415716,1,18,15,0,0.8333333333333334,0.0
415716,2,74,61,0,0.8243243243243243,0.0
415716,3,6,3,0,0.5,0.0
415716,4,18,12,0,0.6666666666666666,0.0
415730,2,2,0,0,0.0,
415736,4,2,0,0,0.0,
415750,4,1,0,0,0.0,
415759,1,1,0,0,0.0,
415759,2,1,0,0,0.0,
415759,3,2,1,0,0.5,0.0
415765,3,2,2,0,1.0,0.0
415765,4,5,1,0,0.2,0.0
415768,2,7,6,0,0.8571428571428571,0.0
415770,4,1,0,0,0.0,
415773,1,47,44,0,0.9361702127659575,0.0
415773,2,19,19,0,1.0,0.0
415773,3,17,14,0,0.8235294117647058,0.0
415773,4,4,3,0,0.75,0.0
415774,4,1,0,0,0.0,
415783,2,9,2,0,0.2222222222222222,0.0
415783,3,5,1,0,0.2,0.0
415783,4,15,5,0,0.3333333333333333,0.0
415784,3,1,1,0,1.0,0.0
415806,4,6,0,0,0.0,
415809,4,5,0,0,0.0,
415810,4,1,1,0,1.0,0.0
415813,2,13,9,0,0.6923076923076923,0.0
415813,3,2,2,0,1.0,0.0
415813,4,27,17,5,0.6296296296296297,0.29411764705882354
415814,4,4,1,0,0.25,0.0
415815,4,2,0,0,0.0,
415816,4,1,1,0,1.0,0.0
415821,2,2,0,0,0.0,
415823,4,1,0,0,0.0,
415850,3,2,0,0,0.0,
415850,4,7,0,0,0.0,
415859,4,4,4,0,1.0,0.0
415922,2,3,3,0,1.0,0.0
415922,3,2,2,0,1.0,0.0
415947,4,5,1,0,0.2,0.0
415957,4,1,0,0,0.0,
415965,3,2,0,0,0.0,
415965,4,7,4,0,0.5714285714285714,0.0
415966,2,8,4,0,0.5,0.0
415966,4,1,0,0,0.0,
415967,1,50,27,0,0.54,0.0
415967,2,126,95,0,0.753968253968254,0.0
415967,3,19,6,0,0.3157894736842105,0.0
415967,4,41,18,0,0.43902439024390244,0.0
415968,1,25,22,0,0.88,0.0
415968,2,43,22,0,0.5116279069767442,0.0
415968,3,70,40,0,0.5714285714285714,0.0
415968,4,31,15,0,0.4838709677419355,0.0
415972,1,100,46,0,0.46,0.0
415972,2,80,38,0,0.475,0.0
415972,3,26,4,0,0.15384615384615385,0.0
415972,4,56,14,0,0.25,0.0
415983,4,4,0,0,0.0,
415985,3,2,0,0,0.0,
415985,4,5,2,0,0.4,0.0
415986,1,13,6,0,0.46153846153846156,0.0
415986,2,1,1,0,1.0,0.0
415990,4,4,0,0,0.0,
415993,2,1,0,0,0.0,
415994,3,3,0,0,0.0,
416020,2,8,7,0,0.875,0.0
416020,3,26,21,0,0.8076923076923077,0.0
416024,3,8,3,0,0.375,0.0
416036,1,94,58,0,0.6170212765957447,0.0
416036,2,155,58,3,0.3741935483870968,0.05172413793103448
416036,3,76,32,2,0.42105263157894735,0.0625
416036,4,73,19,6,0.2602739726027397,0.3157894736842105
416037,1,42,26,13,0.6190476190476191,0.5
416037,2,69,12,2,0.17391304347826086,0.16666666666666666
416037,3,15,5,0,0.3333333333333333,0.0
416037,4,27,8,3,0.2962962962962963,0.375
416049,4,11,5,0,0.45454545454545453,0.0
416065,4,1,1,0,1.0,0.0
416075,1,13,9,0,0.6923076923076923,0.0
416075,2,6,0,0,0.0,
416075,3,5,0,0,0.0,
416075,4,19,2,0,0.10526315789473684,0.0
416150,2,2,1,0,0.5,0.0
416150,4,4,2,0,0.5,0.0
416152,4,3,2,0,0.6666666666666666,0.0
416165,4,4,0,0,0.0,
416283,1,26,10,0,0.38461538461538464,0.0
416283,2,27,12,0,0.4444444444444444,0.0
416283,3,9,4,0,0.4444444444444444,0.0
416283,4,2,1,0,0.5,0.0
416284,2,2,0,0,0.0,
416452,1,22,9,0,0.4090909090909091,0.0
416452,4,7,3,0,0.42857142857142855,0.0
416457,2,1,0,0,0.0,
416459,1,51,40,0,0.7843137254901961,0.0
416470,3,1,0,0,0.0,
416480,1,1,0,0,0.0,
416480,2,1,1,0,1.0,0.0
416480,3,1,0,0,0.0,
416480,4,13,3,0,0.23076923076923078,0.0
416539,4,4,1,0,0.25,0.0
416554,3,5,2,0,0.4,0.0
416554,4,1,0,0,0.0,
416588,2,1,0,0,0.0,
416588,3,6,2,0,0.3333333333333333,0.0
416588,4,2,1,0,0.5,0.0
416606,3,3,0,0,0.0,
416606,4,17,2,0,0.11764705882352941,0.0
416669,2,1,0,0,0.0,
416700,4,1,0,0,0.0,
416701,4,1,0,0,0.0,
416759,4,1,1,0,1.0,0.0
416767,4,2,0,0,0.0,
416770,1,5,3,0,0.6,0.0
416770,4,4,1,0,0.25,0.0
416775,1,37,31,0,0.8378378378378378,0.0
416775,2,21,16,0,0.7619047619047619,0.0
416804,1,10,8,0,0.8,0.0
416804,3,1,0,0,0.0,
416822,1,14,2,0,0.14285714285714285,0.0
416822,2,59,41,5,0.6949152542372882,0.12195121951219512
416822,3,6,2,0,0.3333333333333333,0.0
416822,4,29,11,1,0.3793103448275862,0.09090909090909091
416824,2,1,0,0,0.0,
416834,1,5,5,0,1.0,0.0
416834,3,7,5,0,0.7142857142857143,0.0
416834,4,3,3,0,1.0,0.0
416848,4,2,0,0,0.0,
416850,4,3,2,0,0.6666666666666666,0.0
416852,1,45,28,5,0.6222222222222222,0.17857142857142858
416852,3,2,1,0,0.5,0.0
416852,4,1,0,0,0.0,
416872,1,7,7,0,1.0,0.0
416872,2,10,10,0,1.0,0.0
416872,3,2,2,0,1.0,0.0
416872,4,1,0,0,0.0,
416873,1,30,15,0,0.5,0.0
416873,2,7,4,0,0.5714285714285714,0.0
416873,3,4,2,0,0.5,0.0
416873,4,3,1,0,0.3333333333333333,0.0
416892,4,1,1,0,1.0,0.0
416906,4,8,1,0,0.125,0.0
416982,3,3,0,0,0.0,
416982,4,8,0,0,0.0,
416983,2,1,1,0,1.0,0.0
416984,1,91,48,0,0.5274725274725275,0.0
416984,2,16,0,0,0.0,
416984,4,1,0,0,0.0,
416985,1,8,1,0,0.125,0.0
416985,2,11,5,0,0.45454545454545453,0.0
416985,3,7,6,0,0.8571428571428571,0.0
416985,4,1,0,0,0.0,
417011,1,78,39,0,0.5,0.0
417011,2,34,18,1,0.5294117647058824,0.05555555555555555
417011,3,15,7,1,0.4666666666666667,0.14285714285714285
417011,4,34,12,0,0.35294117647058826,0.0
417024,1,2,2,0,1.0,0.0
417024,2,12,12,0,1.0,0.0
417024,4,3,2,0,0.6666666666666666,0.0
417036,1,8,0,0,0.0,
417036,2,1,0,0,0.0,
417036,3,2,1,0,0.5,0.0
417036,4,13,0,0,0.0,
417080,2,12,12,0,1.0,0.0
417083,1,41,40,0,0.975609756097561,0.0
417083,2,6,6,0,1.0,0.0
417083,3,3,2,0,0.6666666666666666,0.0
417083,4,7,3,0,0.42857142857142855,0.0
417084,1,20,17,0,0.85,0.0
417084,3,3,1,0,0.3333333333333333,0.0
417084,4,4,1,0,0.25,0.0
417085,1,23,14,0,0.6086956521739131,0.0
417085,2,8,2,1,0.25,0.5
417085,3,3,2,0,0.6666666666666666,0.0
417085,4,2,1,1,0.5,1.0
417493,2,4,3,0,0.75,0.0
417521,1,4,3,0,0.75,0.0
417567,4,1,0,0,0.0,
417585,3,35,11,0,0.3142857142857143,0.0
417585,4,28,7,0,0.25,0.0
417591,1,3,0,0,0.0,
417591,2,2,1,0,0.5,0.0
417591,3,1,0,0,0.0,
417591,4,3,0,0,0.0,
417593,4,1,1,0,1.0,0.0
417595,3,1,1,0,1.0,0.0
417691,3,15,8,0,0.5333333333333333,0.0
417691,4,22,8,0,0.36363636363636365,0.0
417785,1,26,15,0,0.5769230769230769,0.0
417792,4,1,1,0,1.0,0.0
417886,3,38,2,0,0.05263157894736842,0.0
417886,4,12,1,0,0.08333333333333333,0.0
417893,1,330,185,2,0.5606060606060606,0.010810810810810811
417893,2,111,49,0,0.44144144144144143,0.0
417893,3,61,38,0,0.6229508196721312,0.0
417893,4,50,14,0,0.28,0.0
417896,4,1,0,0,0.0,
417922,1,51,50,0,0.9803921568627451,0.0
417922,2,15,15,0,1.0,0.0
417922,3,8,8,0,1.0,0.0
417922,4,1,1,0,1.0,0.0
417923,2,2,1,0,0.5,0.0
417923,3,2,2,0,1.0,0.0
417924,1,139,101,0,0.7266187050359713,0.0
417924,2,24,20,0,0.8333333333333334,0.0
418011,3,2,2,0,1.0,0.0
418023,2,13,6,0,0.46153846153846156,0.0
418023,3,4,3,0,0.75,0.0
418023,4,1,1,0,1.0,0.0
418054,4,4,0,0,0.0,
418132,1,2,0,0,0.0,
418132,2,3,0,0,0.0,
418171,1,4,2,0,0.5,0.0
418171,2,6,1,0,0.16666666666666666,0.0
418211,1,99,58,2,0.5858585858585859,0.034482758620689655
418211,2,44,35,2,0.7954545454545454,0.05714285714285714
418211,3,13,4,0,0.3076923076923077,0.0
418211,4,34,18,0,0.5294117647058824,0.0
418288,4,2,0,0,0.0,
418299,2,7,7,0,1.0,0.0
418302,1,2,0,0,0.0,
418302,2,3,0,0,0.0,
418302,3,1,0,0,0.0,
418302,4,5,0,0,0.0,
418390,2,3,3,0,1.0,0.0
418495,1,7,5,0,0.7142857142857143,0.0
418495,2,1,1,0,1.0,0.0
418495,3,4,4,0,1.0,0.0
418495,4,21,10,0,0.47619047619047616,0.0
418529,2,6,3,0,0.5,0.0
418529,3,3,2,0,0.6666666666666666,0.0
418529,4,2,0,0,0.0,
418533,1,25,20,0,0.8,0.0
418536,2,2,1,0,0.5,0.0
418536,3,2,1,0,0.5,0.0
418536,4,5,3,0,0.6,0.0
418539,1,8,3,0,0.375,0.0
418539,2,2,2,0,1.0,0.0
418539,3,44,17,0,0.38636363636363635,0.0
418539,4,7,3,0,0.42857142857142855,0.0
418540,1,13,9,0,0.6923076923076923,0.0
418540,2,13,11,0,0.8461538461538461,0.0
418540,3,4,1,0,0.25,0.0
418540,4,1,1,0,1.0,0.0
418571,1,4,2,0,0.5,0.0
418572,1,13,4,0,0.3076923076923077,0.0
418572,2,7,1,0,0.14285714285714285,0.0
418576,1,2,2,0,1.0,0.0
418576,2,2,1,0,0.5,0.0
418576,3,2,1,0,0.5,0.0
418613,3,3,2,0,0.6666666666666666,0.0
418613,4,1,0,0,0.0,
418630,2,1,0,0,0.0,
418636,1,125,115,0,0.92,0.0
418636,2,128,82,2,0.640625,0.024390243902439025
418636,3,51,36,5,0.7058823529411765,0.1388888888888889
418636,4,73,32,1,0.4383561643835616,0.03125
418652,3,20,6,6,0.3,1.0
418652,4,12,6,5,0.5,0.8333333333333334
418672,1,2,2,0,1.0,0.0
418672,2,17,12,0,0.7058823529411765,0.0
418692,1,4,0,0,0.0,
418692,2,2,0,0,0.0,
418692,3,3,0,0,0.0,
418692,4,17,1,0,0.058823529411764705,0.0
418784,2,2,2,0,1.0,0.0
418810,4,4,3,0,0.75,0.0
418904,1,8,0,0,0.0,
418904,4,2,0,0,0.0,
418919,4,2,2,0,1.0,0.0
418930,1,43,9,0,0.20930232558139536,0.0
418930,2,29,8,0,0.27586206896551724,0.0
418930,3,21,0,0,0.0,
418930,4,22,4,2,0.18181818181818182,0.5
418931,1,13,8,0,0.6153846153846154,0.0
418931,2,19,18,0,0.9473684210526315,0.0
418931,3,2,2,0,1.0,0.0
418931,4,5,1,0,0.2,0.0
418943,3,17,2,0,0.11764705882352941,0.0
418943,4,33,6,0,0.18181818181818182,0.0
418992,1,789,603,8,0.7642585551330798,0.013266998341625208
418992,2,386,200,5,0.5181347150259067,0.025
418992,3,205,110,2,0.5365853658536586,0.01818181818181818
418992,4,299,155,4,0.5183946488294314,0.025806451612903226
419018,1,2,2,0,1.0,0.0
419018,2,10,10,0,1.0,0.0
419018,3,9,7,0,0.7777777777777778,0.0
419022,1,81,69,0,0.8518518518518519,0.0
419022,2,35,17,0,0.4857142857142857,0.0
419022,3,20,9,1,0.45,0.1111111111111111
419022,4,29,20,0,0.6896551724137931,0.0
419032,4,1,0,0,0.0,
419037,2,1,0,0,0.0,
419037,3,1,0,0,0.0,
419037,4,11,1,0,0.09090909090909091,0.0
419063,3,1,0,0,0.0,
419074,2,2,1,0,0.5,0.0
419079,1,11,6,0,0.5454545454545454,0.0
419079,2,3,2,0,0.6666666666666666,0.0
419079,3,1,0,0,0.0,
419079,4,7,0,0,0.0,
419080,2,4,0,0,0.0,
419080,4,1,0,0,0.0,
419086,3,2,1,0,0.5,0.0
419126,4,2,0,0,0.0,
419152,1,168,152,0,0.9047619047619048,0.0
419152,2,82,71,0,0.8658536585365854,0.0
419152,3,7,7,0,1.0,0.0
419152,4,21,16,0,0.7619047619047619,0.0
419171,3,1,1,0,1.0,0.0
419249,1,1,0,0,0.0,
419249,2,5,3,0,0.6,0.0
419300,3,1,1,0,1.0,0.0
419391,1,1,1,0,1.0,0.0
419391,2,21,12,0,0.5714285714285714,0.0
419391,3,1,0,0,0.0,
