Segment,rows,fraud_count,share_pct,fraud_share_pct,fraud_rate_pct,fraud_rate_index
1,792909,3901,44.77116654413882,23.48161078673328,0.49198583948473273,0.524480655727014
2,516664,4441,29.173145961719367,26.73207728887016,0.8595528234984438,0.9163248051460632
3,222066,3619,12.538833421982511,21.784144946728464,1.6296956760602703,1.7373342649673846
4,239387,4652,13.516854072159301,28.002166977668093,1.9432968373387025,2.0716482421264146
