entity_value,rows,fraud_rows,share_pct,observed_rate_pct,rate_index
403153,159466,783,9.004159171011604,0.49101375841872247,0.5234443703829991
504371,77817,342,4.393893709070335,0.4394926558464089,0.46852038783665934
429534,52852,4,2.9842588420497496,0.007568303943086355,0.008068177366585478
434246,41756,344,2.357729361398421,0.8238337005460293,0.8782464957221646
507799,34672,548,1.957735233700691,1.5805260729118598,1.6849170943266112
423213,32336,41,1.8258342904056744,0.12679366650173182,0.13516816951176555
414710,32171,568,1.816517656996566,1.765565260638463,1.882177801292659
400012,32108,428,1.8129603969676333,1.3330011212158963,1.4210435464410425
400885,31093,44,1.7556489853903894,0.141510951017914,0.15085750528950348
426674,30818,332,1.7401212630418752,1.0772924914011293,1.1484458026101103
481572,28902,405,1.631935386606408,1.401287108158605,1.4938397050585093
483306,26900,356,1.5188935679092233,1.3234200743494424,1.410829687952083
473692,25687,180,1.4504021962410492,0.7007435667847549,0.7470264709014249
440383,24376,70,1.3763773089723133,0.28716770594026914,0.30613463768167765
505670,21945,463,1.2391122434114463,2.1098200045568465,2.249169977361279
447217,19596,26,1.1064772623326817,0.13268013880383753,0.1414434331578915
434248,18365,96,1.036969530656241,0.522733460386605,0.557259103963551
486198,18200,27,1.0276528972471324,0.14835164835164835,0.15815001888498548
498493,18167,31,1.0257895705653106,0.17063907084273683,0.18190948719576766
532537,16988,119,0.9592179900238619,0.700494466682364,0.7467609181668575
434759,16764,273,0.9465699543654357,1.6284896206156048,1.7360485516405055
440056,16256,228,0.9178860163543618,1.4025590551181102,1.4951956619211497
532412,14439,339,0.8152901199643595,2.3478080199459797,2.5028766907439044
414708,13790,188,0.7786446952218657,1.3633067440174038,1.453350803364935
414730,13462,225,0.7601243572934558,1.6713712672708363,1.78176245710564
508719,12663,110,0.7150092658154087,0.8686725104635553,0.9260468317078363
482811,12285,29,0.6936657056418144,0.23606023606023607,0.251651607553612
442746,12188,163,0.6881886544861566,1.3373810305218248,1.4257127412032415
444786,11754,88,0.6636830853979558,0.7486812999829845,0.7981304087062331
420757,11418,99,0.6447110319103164,0.8670520231213872,0.9243193139713344
529683,10915,256,0.616309416123761,2.3453962437013285,2.5003056208375303
461036,9917,115,0.5599579001098799,1.159624886558435,1.2362161104809721
434247,9886,94,0.5582075023178655,0.9508395711106615,1.013640885009228
517509,9723,70,0.5490037977985642,0.7199424046076314,0.7674933588530879
448223,9376,154,0.5294106354169843,1.6424914675767919,1.750975196446551
502224,8889,117,0.501912450748888,1.3162335470806614,1.4031685029507466
473693,8808,40,0.49733883071168916,0.4541326067211626,0.48412728221931844
435536,8483,84,0.47898788611799037,0.9902157255687846,1.0556177665630424
483302,7980,123,0.45058627033143495,1.5413533834586466,1.6431571162903948
457421,7746,145,0.4373735902239719,1.8719339013684482,1.9955719073044949
414699,7003,179,0.3954205076605312,2.5560474082536055,2.7248699315293745
534311,6898,125,0.389491740945644,1.8121194549144681,1.9318068198154161
438847,6821,79,0.38514397868805994,1.1581879489810878,1.2346842656547161
411763,6618,89,0.37368169637261117,1.3448171653067391,1.4336400198666905
436608,6446,65,0.3639698118491767,1.0083772882407696,1.0749788691289335
486786,6328,80,0.35730700735054144,1.2642225031605563,1.3477222192755236
515357,6213,133,0.3508135961866172,2.1406727828746175,2.2820605284796858
427072,6059,65,0.3421180716714492,1.0727842878362766,1.1436398399744354
421773,5873,6,0.33161568491936316,0.1021624382768602,0.10891009114050117
534341,5833,45,0.3293571071232156,0.7714726555803189,0.8224270940358693
410029,5698,197,0.32173440706121764,3.4573534573534577,3.685705690822166
542427,5650,94,0.31902411370584055,1.663716814159292,1.773602440566589
521254,5476,77,0.30919930029259873,1.406135865595325,1.4990087145619853
470783,5355,68,0.30236710245925247,1.2698412698412698,1.3537120958056368
511261,5060,87,0.2857100912126643,1.7193675889328064,1.83292885304118
413027,4981,48,0.28124940006527294,0.9636619152780567,1.0273101228960666
406085,4695,61,0.26510056882281796,1.2992545260915869,1.3850680469065664
507540,4599,84,0.25967998211206383,1.82648401826484,1.9471201378026284
487907,4498,30,0.2539770731767913,0.6669630947087595,0.7110148569010265
532426,4471,46,0.25245253316439176,1.0288526056810556,1.096806545975379
446532,4435,12,0.25041981314785894,0.2705749718151071,0.2884459820825991
482802,4356,11,0.24595912200046752,0.25252525252525254,0.26920410996134825
522833,4061,32,0.2293021107538794,0.7879832553558237,0.8400281904531409
438844,4008,64,0.2263094951739839,1.5968063872255487,1.7022726953244534
431493,3986,33,0.22506727738610274,0.8278976417461115,0.8825788532300299
403774,3929,43,0.2218488040265925,1.0944260626113513,1.1667110166510148
508935,3792,141,0.21411317507478717,3.7183544303797467,3.9639453280068144
443254,3683,14,0.20795855058028512,0.38012489818083084,0.40523149216011806
424621,3679,69,0.20773269280067036,1.8755096493612395,1.9993838272856428
