entity_value,segment_1_rows,segment_2_rows,segment_3_rows,segment_4_rows,rows,segment_count,segment_1_share_pct,segment_2_share_pct,segment_3_share_pct,segment_4_share_pct,dominant_segment,dominant_share_pct
339738,41.0,46.0,13.0,1.0,101.0,4,40.5940594059406,45.54455445544555,12.871287128712872,0.9900990099009901,2,45.54455445544555
410826,21.0,21.0,12.0,47.0,101.0,4,20.792079207920793,20.792079207920793,11.881188118811881,46.53465346534654,4,46.53465346534654
415374,62.0,2.0,4.0,33.0,101.0,4,61.386138613861384,1.9801980198019802,3.9603960396039604,32.67326732673268,1,61.386138613861384
448241,0.0,9.0,25.0,67.0,101.0,3,0.0,8.91089108910891,24.752475247524753,66.33663366336634,4,66.33663366336634
448834,12.0,81.0,5.0,3.0,101.0,4,11.881188118811881,80.19801980198021,4.9504950495049505,2.9702970297029703,2,80.19801980198021
458405,6.0,28.0,49.0,18.0,101.0,4,5.9405940594059405,27.722772277227726,48.51485148514851,17.82178217821782,3,48.51485148514851
463529,98.0,3.0,0.0,0.0,101.0,2,97.02970297029702,2.9702970297029703,0.0,0.0,1,97.02970297029702
489012,87.0,8.0,3.0,3.0,101.0,4,86.13861386138613,7.920792079207921,2.9702970297029703,2.9702970297029703,1,86.13861386138613
504435,6.0,51.0,23.0,21.0,101.0,4,5.9405940594059405,50.495049504950494,22.772277227722775,20.792079207920793,2,50.495049504950494
517427,60.0,14.0,10.0,17.0,101.0,4,59.4059405940594,13.861386138613863,9.900990099009901,16.831683168316832,1,59.4059405940594
519182,19.0,40.0,26.0,16.0,101.0,4,18.81188118811881,39.603960396039604,25.742574257425744,15.841584158415841,2,39.603960396039604
301062,66.0,10.0,5.0,19.0,100.0,4,66.0,10.0,5.0,19.0,1,66.0
301088,20.0,47.0,32.0,1.0,100.0,4,20.0,47.0,32.0,1.0,2,47.0
331583,21.0,18.0,33.0,28.0,100.0,4,21.0,18.0,33.0,28.000000000000004,3,33.0
336681,94.0,2.0,0.0,4.0,100.0,3,94.0,2.0,0.0,4.0,1,94.0
338910,8.0,89.0,3.0,0.0,100.0,3,8.0,89.0,3.0,0.0,2,89.0
407513,76.0,20.0,0.0,4.0,100.0,3,76.0,20.0,0.0,4.0,1,76.0
434157,27.0,67.0,4.0,2.0,100.0,4,27.0,67.0,4.0,2.0,2,67.0
450543,42.0,24.0,9.0,25.0,100.0,4,42.0,24.0,9.0,25.0,1,42.0
503501,79.0,16.0,3.0,2.0,100.0,4,79.0,16.0,3.0,2.0,1,79.0
510112,0.0,100.0,0.0,0.0,100.0,1,0.0,100.0,0.0,0.0,2,100.0
517511,41.0,25.0,12.0,22.0,100.0,4,41.0,25.0,12.0,22.0,1,41.0
520699,81.0,13.0,0.0,6.0,100.0,3,81.0,13.0,0.0,6.0,1,81.0
522098,31.0,48.0,12.0,9.0,100.0,4,31.0,48.0,12.0,9.0,2,48.0
531407,22.0,38.0,13.0,27.0,100.0,4,22.0,38.0,13.0,27.0,2,38.0
540998,72.0,12.0,8.0,8.0,100.0,4,72.0,12.0,8.0,8.0,1,72.0
408171,81.0,13.0,0.0,5.0,99.0,3,81.81818181818183,13.131313131313133,0.0,5.05050505050505,1,81.81818181818183
412411,18.0,16.0,11.0,54.0,99.0,4,18.181818181818183,16.161616161616163,11.11111111111111,54.54545454545454,4,54.54545454545454
425008,36.0,42.0,10.0,11.0,99.0,4,36.36363636363637,42.42424242424242,10.1010101010101,11.11111111111111,2,42.42424242424242
425290,38.0,24.0,9.0,28.0,99.0,4,38.38383838383838,24.242424242424242,9.090909090909092,28.28282828282828,1,38.38383838383838
463885,0.0,53.0,13.0,33.0,99.0,3,0.0,53.535353535353536,13.131313131313133,33.33333333333333,2,53.535353535353536
301153,97.0,0.0,0.0,1.0,98.0,2,98.9795918367347,0.0,0.0,1.0204081632653061,1,98.9795918367347
331590,67.0,15.0,12.0,4.0,98.0,4,68.36734693877551,15.306122448979592,12.244897959183673,4.081632653061225,1,68.36734693877551
339735,11.0,68.0,16.0,3.0,98.0,4,11.224489795918368,69.38775510204081,16.3265306122449,3.061224489795918,2,69.38775510204081
426984,98.0,0.0,0.0,0.0,98.0,1,100.0,0.0,0.0,0.0,1,100.0
427189,87.0,0.0,1.0,10.0,98.0,3,88.77551020408163,0.0,1.0204081632653061,10.204081632653061,1,88.77551020408163
435130,89.0,4.0,3.0,2.0,98.0,4,90.81632653061224,4.081632653061225,3.061224489795918,2.0408163265306123,1,90.81632653061224
